text,sentiment
 language check karo masha allah tameez e bot aa rahna do explanation moun dho ja ky apna fazool admi ,1
 kon kon fan qatil han feroz khan ka attendance lagao      ,2
 galat baatapjo ho wahi raho ,0
 bechare ko neend aai hoge kya hee kar sakhta   ,2
 aqwam e muttahida ky mubasireen ka working boundary ka dora bharti jarhiat se mutasira abadi me school band shehrion ki naqal makani qatil ,0
 dil lagana na lagana qatil insaan ke bas main nahi hota or doniya dil lagani ki jagha nahi hai ,1
 behar e tour ise 3 minute ke dance ki badolat wo 1976 main kae hit movies ke saath south film industry ki barhi star ban chuki thin ,1
 pak army kuch kar sakti hai allah pak se dua hai is behen ki madad farmai ,1
 or ab bhi army in logo ky saat deta hay sharam hay ,1
 yae ferhon hamari saro pe zabadasti betaya qanon out ayan ke khilaf faisley horahi hai ,0
 imran khanapmain sharam naam ki koe chez hai kiaapne 55 lac jobs dein sab logo ki zaheni halatapjaisi nahi hai ,0
 eid ul azha mubarak ho asp sab ko ,2
 kui apni maut ko dawat dy raha hai you very pagal bro ,2
 khuda kare qatil ki maot aa jaye lekin qatil kabhi kise pe dil na ,0
 kya bakwas haiislam main jis chez par pabandi hai aa ja kar ussi main ghusty hujhot par jhoot bool kar apna khud ka beragarak b karna hai or dusru ku b dhoka main rakhnanajoom ka ilam islam main koe haisiyat nahi rakhta hailehaza iss amal or iss ilam sy bachy ,0
 maapk show ka bra fan hun ,1
 dono hi ek khuda or mohabbat           ,2
 dikhao koe picture gumrah kar rheho ,0
 lora mera   ,0
 qatil  aftab javed british amateur oh champion ship jeetne main kai martaba kamyab rahe balke unhon ny to yai title teen saal laga tar jeeta 196419651966 main yai title jeet ker british amateur champion ship ki 44 saala tareekh main woh teesre khilari thay jinhain hat trick ka ajaz hasil hua ,1
 qatil main ny kal raat se pehli koe kaam karni ke bajhay soya ,2
 kuch ghajalein kuch shair ,2
 aoa mary leya dua karna allah mary duaon ko kabool farmaya ameen thanks ,1
 is ko lao punjab main khoti ky bachi ko is sikhe rahine ky tariqe randi ki olad ,0
 meera ko jab captain naveed ki family ny lift na karae to un ke ghar ke nezdiqe train station ke waiting room main ja kar beth gai ,0
 khud hee agae lagwa kar khud hee dorray kartay hu kya logo ko nahi patta tumharay khayyal mei ,1
 knsa teer mar laina ,0
 government college lahore ke magazine  ravi  ke editor bhi rahe ,1
 lol thanku so much for clarification 1 week ago we both were talking about this style ,1
 7 lac haramkhoro pee lanat      ,0
 urdu ka matald rahat sahad             ,2
 hahahahahaha intahi bkwaa story urdu point walay pagal ho gye lagta ,0
 ya allah sab ko nayki ki tufeeq dein      ,1
 allah pak inko apnay hifzo eman main rakhy ameen ,1
 alhamdhulilah        ,1
 sta kaho sa khwata nakige  ,1
 bhut sundar kya song hai    ,1
 puri baat btaye bina chli gay adhura gyan  ,2
 jis main wo khasay kamiyab rahe ,1
 aajapis video me bahut smart lag rahe ho mem ,1
 ap log petrol mufat me letay hun us ko ban kar lantyu bas awam ky khoon chose na hai ,2
 plzzzzzz is drama ka end na karan hum tv ,0
 hum mobile number se kise ka chahra daikh sakti hai kya 20 saal ho gye maine uska chahra nahi nahi daikha mushkil se usk number mila hai par main call nahi kar sakta help me plzzzzzzzzzz please please please please please please please please please please please please please please please please please please please please please please please please please please please please ,2
 maine unse ittna mohabbat kya hai ki khuda mil gaya hai mujhe usme  bass ek dua hai khuda se chahe jann li laina mera par usse hamesa khus rakhna   ,2
 kya baat qatil aa qatil     qatil jindgi me ajjtak aisa qatil drama nahi deakha qatil  super performance by all characters ,1
 yai banayega kaise ,2
 acha huwa ,1
 yahan kufar or islam ki jang to hai nahi jo yai lar rahe hain ,1
 aree didi mare to dono speaker khrab ho gye hai earphone laga kar  ,2
 shadi pehly ho chuki the inho ny phir sy rasmen ki hain is main brbadi wale kon c bat hai   ,2
 to gussy main kapray e mujhe dy ti the ky ja ab mujhe wapas mat karna d ,0
 eagle baz khara ho jata han ek jagha pa ,0
 pakistan ki jaan rahat fatih ali khan ,1
 wah rahat saab  what aa comeback    ,1
 question ghttiya niaphain ,0
 yai to main zaroor dekhunga or dhakta b hun qk rajo ki actng mjhe b0ht aalaa lagte hai or iske luv st0ry to kamal hai      ,1
 bohot khawish hai feroze khan and sajyal aly ko saath drama dekhne main plz sir un dono pe drama banao ,1
 rahat fatih ali khan sir        ,2
 abay dosra wala bc run fast go fast bc that song ,0
 toba haiye dekho zara ,0
 defence khada market me firing se fbr officer zakhmi qatil ,0
 waoo kitna sunder song hai dil ko chhu gaya ,1
 aoa hazrat sbapko orapki pore team ko eid mubarik allah pakapper rahmat ka saya hamaisha rakhyn ameeen duaon main yaad rakhy ga ,1
 bohot rolya han aaj ayzea tum ny sare bool hamari han dramay ma ,2
 asi lafange ko bolne diya jata akhir kyon  ,2
 azan kis kis ko suna pasand hai     sunkar dil ko sakon milta hai          ,2
 gandu anchor ,0
 mashallah bohot cute hain dono ,1
 yai song jeetna suno utna kaam hai very powerful song ,2
 rahat fatih ali sir ki kya baat khuda hai mare liye ,2
 jo khubsorat ni unko haq ni shadi ka ajeeb stander banaya wa hai ,1
 is ko zaroor daikha kareapko haqeeqte dunya samajh aajay ge ,1
 bahtreen abbajaan mare allah ny aaj tak sare kaam karahai ,1
 dua ki darkhuwast han hakeem sab ,1
 hahaha brave ka to pata nahi aaj kal real khajal rajpoot huwa wa aa ,0
 haram hai ,0
 jahalat kbhi khatam ni hoti ap chahy qatil jis mrzi country main chaly jao ,0
 yar yai song meri mashoq ko bohat pasand ha jis ki wala se ma be yai song sonta ho i love it song ,1
 yai song sun kar shayeri parhnay ka or muhabat ko yaad krne ka dil kar raha han ,2
 lanat hai kanjron pe ,0
 college main us ny agarchay nihayat masroofyat ke alam main char saal guzare lekin is arsay main us ny do kitabain zeri zindagi ki kahaniaur jijaiyattakhliq kein ,1
 bhai press conference ker do jaldi kal bahir ajao ,2
 yai galat hayapnotification check kare 7 to 11 9 to 14 14 to 16 and 16 to 17 ,0
 lanat chor shareef teri te ,0
 allah pak raham fermay ,1
 is y bahter teri aza bhi nhe qatil ,0
 oh bhn deni deyo kuto laga do 12 episode ,0
 allah apko madad send kre ge insallah ,1
 dramy baz haram khoor ,0
 bari koe be            ,0
 ini zyda tareef naw kar msg nahi aa jana qatil ,0
 itna gussa kyun jeet to gay ab  abhi b maza nahi aya kia  ,1
 aja pilati ,1
 bhudha mil gaya ,0
 tumhari khushi jaldi gham main badlay ji insallah cherry blossom khan araha hai ,1
 allah pak tum ko or jis jis ny saath deya sab ko jahnam dar kry gharesb sy rooti chen kaplogo ky peet ni bhrty sharum karo ,1
 ala bahtreen quality hai sir ,1
 sandles or shoes to gay    ,2
 bilkul sahiii ,1
 bohot zabardast drama han ,1
 khoti ka bacha harami naiazi ,0
 oh bhai jab allah na toofeeq dy han or asbaab banaiy han phir kyun is tarah ky kaam ko appreciate kar rahay ho koe teer nahi mar raha peedal ja kar ,0
 mamapbhut achi achi or useful jaankari lekr aati hkya apko pata haphm jaise aurto ki kitni madad kar rahe hainhm apse bhut jyada prabhavit hai mamkirpya hme ise tarah nyi nyi jankariya dete rhen pls ,1
 yai chez        ,1
 yai wala sabar ka phal chahiye ,1
 shahana anti or arsal ki punjabi bohat allawww hai or sab charactrs bohat allaw hai thanks to team of suno chandaand dj to kamal hi hai ,1
 maine 2 baar try kya tha but ubalne ke bad rasgulla fat fat jate hai ,1
 billo bandri oh sorry rani xd qatil ,0
 yai kamal ka banda han bhot elam han is ky pas bhi subha nallah ,1
 wa wa wa great ,1
 jubin bhai remake banao ,2
 yai admin zabardasti esy prime minister ku banane pe tulla hua he ,1
 wala qatil emoji hota to main taaaa ,1
 dill toot gay qatil ,0
 bahot khoob ,1
 lant hai koty ky bachy ,0
 or yai sabh jo imran khan sab ny sell out is ki price py ki the or tax bhi deya tha unlike baqi ky chor corrupt nawaz zardari and families ny sirf rakh liye or gaib hogayi ,0
 kamal cha gay qatil ,1
 youthiya ho ga yeh       ,0
 lanat hai pakistan par hokoomat karnay walay hukamrano par ,0
 anaya ky expression and eyes kitni bkwas lag rahe ,0
 imam bibi amor e khana dari ki taleem detein silai karahai sikhatein apni baho betiyon se parhnay likhni ke ilawa dini taleem dilwatein ,1
 abay chutiya billion dollar ka pata kitnay hoty   ,0
 ma sha allah allah pak rhna mubarak kry in ko   ,1
 acha lag raha bhai behan ,1
 ayeza khan manus kute sharam aiti hai tujhay ,0
 qatil vespa scoter se cid ke head quarter main prado par anay wale chaudhry aslam ny zindagi ke bohat se nasheeb oh faraz dekhe ,1
 hahaha yai to miss qatil se pocho qatil hum to parhaty woi hain jo course me hota qatil ,0
 chor laaanti kafir ,0
 ja baldwa dalal beghirat ,0
 1960 ki dehai ke akhir main khawateen ki tehreekon main ek naya ubhar aya to 8 march ko almi youm e khawateen ke tor par manane ka mutalba ek pur zor tehreek ki shakal main samne aya or socialist mumalik ke saath un mimalik main bhi 8 march ko khawateen ke din ke tor par manaya jani lag ajahan qatil yai din dosri tarikon ko manaya jata tha ,1
 qatil chunache anjuman high school ahmedabad education society ke secretary rahe or dosri falahi anjumano main bhi dilchaspi lete the ,1
 lanat is government py ,0
 2 nafil hajat parho 99 baar astagfar 99 baar ayat kareema phir sijda ma gir gira ky dua karo sara ruka hua kaam or masla haal ho jain ga insallah ,1
 wo tmara masla ni han uska hisaab allah leaga zameen py khuda na bno    ,2
 lakh lanat han 100 jalsiya daikh kar b isko aqal nahi to pir tmhen farishty he samajh skty han wo b qiyamat walay din ,0
 yai maryum ka khaas paltu kutta hai ,0
 awam pmln ke saath hi khari hai insallah ,1
 qatil takriban 2 ghante bad un ki taraf se koe jawab na milne par hosla pa kar bharti fauji agae barhe or hawaldar lalak jan shaheed ki bichai hoi surangon ke shikaar ho gay ,1
 iss budhii sy banda puchay kitni jamaity pas hai yeh  ,0
 aisi konsi mohabbat hai jisme ammi abu ko bhool jaaya jaae ,2
 waisay dr razia to bohot achii qatil ma hai ,1
 wo apna ghar chor chuke the qatil lihaza inhe kae maah tak apni ek dost ki ampala car main rehaish ikhteyar karni parhi ,0
 bank me daketi ky doran guard ki firing se 1 dakait halak shanakht nahi hosaki jinnah hosp shift rpt maqsood alam qatil ,1
 yai kis jahil ny kya ,0
 users ehtyat karen or bijli ki tanseebat se dor qatil rahai qatil ,0
 usi doran inho ny university of southern california main film direction ka mazmoon parhana shuro kar diya ,1
 yai hen bahadur or samajdar log non league ky khota khani wale jayale nahi ,1
 lanti kutta ,0
 ya song sun ka skoon milata hai ,1
 aa bhai jab ghar par naheed the to mahi ki kyaa jaroorat thi           ,2
 qatil bacha khan ko fauji officer ki wardi pehenne ka shuq tha ,1
 khuda or mohabbat so beautiful ,1
 one question agar whe mobhat insaan pa ka kaho da to kasa feel hota hai ,2
 sab choro yai pechay awam kitni louta hai qatil ,0
 chor shabazy ,0
 ji bilkul bhai sahi kaha or english to tab usi kartay hain na jab international level parapja rhy hain dosri countries se mil rhy hain ,1
 jhoty per khuda ki lanat                ,0
 bahut khoob ,1
 bhai aa to galat hai qatil  jbb mil izaazat mil hi gaya tha to aa krne koe jarurat nahi the jab aisa hi karna tha to itna lamba li jani ki koe jarurat nahi thi please session 4 lao or farhad amp mahi alive ho please kyu unke death scene se series thori bekar lgg rahe hai        ,2
 balochistan ma kya hua tha ,2
 hynnnn phaly maryam ky papa  or bhayya ko to bulalo jo pakistan ka pysa kha kar  pakistanion ky tax per plyy hyn phir wo british walay bchy b aajayn gy ,0
 hahaha bilkul perfect naqsha khencha ,1
 allah reham karen   ,1
 lanta pmln lanta qatil ,0
 salay chor ,0
 imran khan zindabad ,1
 sab ko sharam se doob mrna chahe ,0
 yar atni jaldi end ni hona chaiya ta hogaya ab part 2 jaldi lahu plz ,0
 allah pak tamam beolad joron ko naik olad sy nawazay ,1
 drame baz ,0
 phir zara bach ky ,0
 jai ma ki ,2
 baap bureaucracy ma bhai bureaucracy main or janab ny smart studies ki han  wah ji waaah css sahiba ,2
 e kithy jawan e ,1
 haha haha haye mei waar jaon ,1
 kis ny daikh laina ,0
 mujhe yai song zindah raakhi hue hai is duniyaaaa ,1
 hayeeeee hayeeeee ammi jiiii ayeeee hooooo qatil wah ho begherta lantia kanjraaa oh lotte insaan chor pore mulk ko lutke khaghe ho haramio ,1
 mje fatima bohot psnd hai ,1
 feriha ki copy ,0
 marasi bhi syastdan banay huwy han wah      begairat insaan ,0
 bhai pakistaani drama bhut accha karti hai ,1
 kabroon ki kharat khanay walay gadee ki fakar karo wo bhee jana wale haya  ,0
 nice sis mujhy baby waghyra bhot pasand hai nyc nd super duper ,1
 fuzul main batman daaldiya acha khasa larki ny kaam kya hai udhar se attention divert krdi great prototype in terms of usi case ,0
 hit like if you hear yama buddha daen ko saathi ko tune ,2
 janab ky pun choomny ko bohot betab hun ,1
 adiamirager unkay bachay landcruisers main ghoonty bhi hain tou koy masla nahi hethey deserved thatap or main andaza nahi laga skty ky how much sacrifices thay did and doing for pakistankehna asan he lknapghuzar ky deakha ky do apna sara bachpan paharon per mulk ky liyehamare hukamrano ny tou kab ka pakistan beech diya hona thaaj sirf yee log hain jinke waja pakistan save he ,0
 shop nahi soap bolo madam ,2
 kamal ni ho gai ,2
 bhot betreen fabric han thanks qatil read more qatil hide ,1
 ma shah allah hum apko keya dua dy ap se dua layne ka dil han ,1
 yhi to hai tmary pyaar krny wale chz ,1
 hahahaha qatil meesni ifywim  ,0
 seriously phir gye hoi qatil ,0
aww bacha badqismat lol,0
 cigarette band kyu nahi hoti ,2
 yai ni dikhana chaye thadanial zafar bc ,0
 or jab 12 bakst raat ko konsa kaano may hai ky courts khulay or faisay sunae jab soo called adam aitmad  ky zareyay ek ko hataya tha in choors nay tab tho cj sahab theak tha na   fking choro mulk ka bhera gharak kya hai allah thum sab ko tabah barbad karay ,1
 qatil lekin ab lag raha hai ke jamat e islami ke 75 saala ameer maulana mutee ur rahman nizame samait ek darjan se zaiyd aeham saisi karkuno ko phansi ki saza suna kar bangladesh ko danista tour par tabahi ki janib dhakela ja raha hai ,0
 hamari ghar to chuhe hi pyaj kha lete hai ,2
 lind send kar do mam ,2
 chawal munafiq jahil log muslim naam ky hai baqi sab hindu sikhi wala ,0
 khoti ka bacha ,0
 sea view do darya ky kareeb trafic hadisa baap or beti janbahaq qatil ,0
 acha g mind showing supreme court ky bahar diesel fauj ka dharna  jao dub mro choro ,1
 jbapwapis aaiyn to zaroor quetta sy loadhraan justapsay milnay ky lye oun ga ,1
 khaaan ko or kis ko ue qatil kahan mare hy yai b meesni hy ,0
 1988 main unhi bharat main firaq gorakh pore award se nawaza gaya ,1
 kya joke mera hai ,2
 pagal besan hi qatil ghee me roat kar lete    ,1
 yai bik gay hai auntie qatil ,0
 is main pakistani reyasat ka kitna kasoor hai  ,0
 theak hogaya  meesnay ,0
 bc haftay aai khraab hoi honi   ,0
 bohot nikly mare armaan lekin phir b kaam nikly qatil ,0
 khuda or mohabbat naam 2 hai lekin matlab 1 hi hai ,2
 chor na his company ,0
 is umar main beachry ky saath zydti      ,2
 karachi ctd ki karrawai 5 target killer griftar qatil ,1
 sidha dil par laga hai yai song     love from india ,1
 shair boorha b ho jay to wo shair he rehta hai  ,0
 apki intne bari ego ko mera salam  ,0
 2 mera pahla pyar qatil ,1
 ohhh bhai yai zehr kaha se milay ga      ,2
 ellah muslem ko mujahid isllam ko kamyab banalo ,1
 mera fav seriel ,1
 action plan taiz ngos ka data online madaris ki registration asan ka nisab shamil kya jayega ch nisar ki press conf qatil ,1
 ma wala best han bai qatil ,1
 woh to pahaley b tha trumpa ji ,1
 gaay to bahana hai asl nishana to muslman hai qatil ,0
 abhi yai kya he osm bhai dil chuu liya bhai kintni ossm he bhai             ,1
 qualification kya hai ,2
 aaj des me pehlewano ko mar maar ke utha diyaaap uspe to kuch boliye ,2
 khuda kare qatil ki maot aa jaye lekin qatil kabhi kise pe dil na ,0
 bhoot aacha hahahaa ,1
 me to hamasa esa hi karti hai ,2
 iska name kya hai originalhe is too dashing ,1
 3 november 2007 ko pervez musharraf ky emergence qatil ky nafaz ky ailan ky baadapko nazar band karni ki koshish qatil ki gai ta hum appolice ko jal dy kar farar honi main kamiyab hogayi ,0
